Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
2798847;Elewijt;Elewijt;Elewyt,Zemst (Elewijt);P;PPL;BE;Belgium;;VLG;VBR;23;23096;5172;;10;Europe/Brussels;2020-04-05;Belgium;50.96043, 4.49684
2912829;Hadamar;Hadamar;Gadamar,Hadamar,Khadamar,ha da ma er,hadamar,Гадамар,Хадамар,هادامار,哈达马尔;P;PPL;DE;Germany;;05;065;06533;06533007;12131;;134;Europe/Berlin;2016-01-04;Germany;50.44593, 8.04253
2917833;Greding;Greding;Greding,ge lei ding,ghrydyngh,grdyng,guredingu,Грединг,Гредінг,Գրեդինգ,غريدينغ,گردینگ,グレーディング,格雷丁;P;PPL;DE;Germany;;02;095;09576;09576122;7238;;393;Europe/Berlin;2013-02-19;Germany;49.04699, 11.35703
2949998;Bernkastel-Kues;Bernkastel-Kues;Bern Kastel,Bernkastel'-Kus,Bernkastel-Cues,Bernkastel-Kues,Tabernae Mosellanicae-Cusa,bei er en ka si te er-ku ai si,berunkasuteru=kusu,brnksl-kwyz,brnqstl-qwyz,byrnkastl-kwyz,Бернкастел-Куес,Бернкастель-Кус,ברנקסטל-קויז,برنکسل-کوئز,بيرنكاستل-كويز,ბერნკასტელ-კუუსი,ベルンカステル＝クース,贝尔恩卡斯特尔-库埃斯;P;PPL;DE;Germany;;08;00;07231;07231008;6880;;119;Europe/Berlin;2015-09-05;Germany;49.91602, 7.07664
3208547;Helgoland;Helgoland;HGL,Helgoland,Heligoland,Khel'goland,Хельголанд;P;PPLA4;DE;Germany;;10;00;01056;01056025;1333;;37;Europe/Berlin;2023-08-17;Germany;54.18143, 7.8863
3274987;Altenbuch;Altenbuch;Al'tenbukh,Altenbukh,a er teng bu,arutenbufu,atnbakh,Алтенбух,Альтенбух,Ալթենբուխ,اتنباخ,アルテンブーフ,阿尔滕布;P;PPLA4;DE;Germany;;02;096;09676;09676111;1311;;254;Europe/Berlin;2011-04-25;Germany;49.82861, 9.40139
2850807;Rain;Rain;;P;PPLA4;DE;Germany;;02;092;09278;09278177;2642;;332;Europe/Berlin;2012-12-01;Germany;48.90496, 12.46871
2869221;Mörlenbach;Morlenbach;Merlenbakh,Mjorlenbakh,Moerlenbach,Morlenbach,Mörlenbach,merurenbahha,mo lun ba he,Мерленбах,Мёрленбах,メルレンバッハ,默伦巴赫;P;PPLA4;DE;Germany;;05;064;06431;06431017;10568;;164;Europe/Berlin;2015-03-04;Germany;49.59917, 8.73472
2873144;Martinhagen;Martinhagen;;P;PPL;DE;Germany;;05;066;06633;06633023;1500;380;385;Europe/Berlin;2015-09-05;Germany;51.28688, 9.28611
2880862;Langenzenn;Langenzenn;Langencen,Langencenn,Langenzenn,lan gen cen,langtsn,Лангенцен,Лангенценн,لانگتسن,兰根岑;P;PPL;DE;Germany;;02;095;09573;09573120;10629;;306;Europe/Berlin;2013-02-19;Germany;49.49463, 10.7923
2784986;Vedrin;Vedrin;Namur (Vedrin);P;PPL;BE;Belgium;;WAL;WNA;92;92094;7308;;161;Europe/Brussels;2020-04-05;Belgium;50.50273, 4.87604
2785451;Tildonk;Tildonk;Haacht  (Tildonk),Thildonck,Thildonk;P;PPL;BE;Belgium;;VLG;VBR;24;24033;3973;;16;Europe/Brussels;2020-04-05;Belgium;50.94383, 4.64481
2804642;Zeven;Zeven;Cefen,Ceven,Zeven,ce fen,tsuefen,tswn,tsyfn,Цевен,Цефен,تسون,تسيفن,ツェーフェン,策芬;P;PPL;DE;Germany;;06;00;03357;03357057;12607;;20;Europe/Berlin;2015-09-05;Germany;53.29657, 9.27685
2820693;Tuttlingen;Tuttlingen;Tutlingen,Tuttlingen,tu te lin gen,twtlynghn,twtlyngn,Тутлинген,Тутлінген,توتلينغن,توتلینگن,图特林根;P;PPLA3;DE;Germany;;01;083;08327;08327050;34847;;646;Europe/Berlin;2019-09-05;Germany;47.98464, 8.8177
2869306;Morbach;Morbach;Morbach;P;PPLA4;DE;Germany;;08;00;07231;07231502;11149;;474;Europe/Berlin;2017-04-26;Germany;49.80772, 7.12714
2829901;Stade;Stade;Gemeen Stood,Shhade,Shtade,Stade,ashtdth,shi ta de,shtadh,shutade,Штаде,Щаде,اشتدته,شتاده,シュターデ,施塔德;P;PPLA3;DE;Germany;;06;00;03359;03359038;45634;;15;Europe/Berlin;2015-09-05;Germany;53.59337, 9.47629
2801533;Bonlez;Bonlez;Chaumont-Gistoux (Bonlez);P;PPL;BE;Belgium;;WAL;WBR;25;25018;1102;;85;Europe/Brussels;2020-04-05;Belgium;50.70211, 4.68859
2789156;Perwez;Perwez;Perve,Perwe,Perwez,Perwijs,Perwé,pei er wei,prwyh,Перве,پروئه,佩尔韦;P;PPL;BE;Belgium;;WAL;WBR;25;25084;2632;;147;Europe/Brussels;2020-04-05;Belgium;50.62426, 4.81354
2756169;Elsloo;Elsloo;Aelse,Elslo;P;PPL;NL;Netherlands;;05;0971;;;7220;;70;Europe/Amsterdam;2017-10-17;Netherlands;50.94917, 5.77083
3036097;Aumont-Aubrac;Aumont-Aubrac;Aumont,Aumont-Aubrac,Auroux,Autmont dAubrac,Omon Obrak,Omon-Obrak,ao meng ao bu la ke,Омон Обрак,Омон-Обрак,奥蒙奥布拉克;P;PPL;FR;France;;76;48;482;48009;1106;;1050;Europe/Paris;2020-06-10;France;44.72237, 3.28385
3018748;Fellering;Fellering;Felleren,Fellering,Felleringen,fei lei lan,Феллерен,Феллеринг,费勒兰;P;PPL;FR;France;;44;68;686;68089;1617;;440;Europe/Paris;2016-02-18;France;47.89659, 6.98552
3020565;Écaillon;Ecaillon;Ecaillon,Écaillon;P;PPL;FR;France;;32;59;593;59185;2045;;28;Europe/Paris;2016-02-18;France;50.35034, 3.21664
3021330;Dirac;Dirac;Dirac;P;PPL;FR;France;;75;16;161;16120;1389;;146;Europe/Paris;2019-10-09;France;45.6043, 0.24755
3027152;Champfleur;Champfleur;Champfleur;P;PPL;FR;France;;52;72;722;72056;1193;;148;Europe/Paris;2020-12-10;France;48.38694, 0.12725
3028039;Cazouls-lès-Béziers;Cazouls-les-Beziers;Cazouls,Cazouls-les-Beziers,Cazouls-lès-Béziers;P;PPL;FR;France;;76;34;341;34069;3837;;92;Europe/Paris;2020-06-10;France;43.39236, 3.10114
2759496;Bakhuizen;Bakhuizen;;P;PPL;NL;Netherlands;;02;1940;;;1060;;4;Europe/Amsterdam;2017-10-17;Netherlands;52.86975, 5.45926
6948945;Oranjewijk;Oranjewijk;;P;PPLX;NL;Netherlands;;11;0627;;;2650;;-5;Europe/Amsterdam;2009-09-06;Netherlands;52.04922, 4.65374
3014221;Guingamp;Guingamp;Gengam,Gengan,Genganas,Gingam,Guengampum,Guingamp,Gwengamp,gaeng-gang,gan gang,gangan,ghanghan,gngamn,gngamp,Генгам,Генган,Гингам,غانغان,گنگامن,گنگامپ,ガンガン,甘岡,갱강;P;PPLA3;FR;France;;53;22;222;22070;9023;;73;Europe/Paris;2020-08-12;France;48.56259, -3.15289
3024659;Clères;Cleres;Cleres,Clères;P;PPL;FR;France;;28;76;763;76179;1298;;94;Europe/Paris;2016-02-18;France;49.6, 1.11667
3027480;Chalo-Saint-Mars;Chalo-Saint-Mars;Chalo-Saint-Marc,Chalo-la-Raison,Châlo-Saint-Marc,Shalo Sen Mar,Shalo-Sen-Mars,sha luo sheng ma er,Шало Сен Мар,Шало-Сен-Марс,沙洛圣马尔;P;PPL;FR;France;;11;91;911;91130;1163;;94;Europe/Paris;2016-02-18;France;48.42328, 2.06491
3027505;Challex;Challex;Challeux,Challex,Challez;P;PPL;FR;France;;84;01;013;01078;1158;;508;Europe/Paris;2016-02-18;France;46.18458, 5.97639
3028095;Cayeux-sur-Mer;Cayeux-sur-Mer;Cayeux,Kaje na Moru,Kajjo-sjur-Mer,Kajo-sjur-Mer,Tcheyeu,Tchéyeu,bin hai ka yue,kaiyu=shuru=meru,Кайо-сюр-Мер,Кайё-сюр-Мер,Каје на Мору,カイユー＝シュル＝メール,滨海卡约;P;PPL;FR;France;;32;80;801;80182;2820;6;8;Europe/Paris;2016-02-18;France;50.182, 1.494
2799379;Dikkebus;Dikkebus;Dickebusch,Dikkebus,Dikkebusch;P;PPL;BE;Belgium;;VLG;VWV;33;33011;1489;;29;Europe/Brussels;2020-04-05;Belgium;50.82131, 2.82873
3012640;Ittenheim;Ittenheim;Ittenheim;P;PPL;FR;France;;44;67;674;67226;2100;;174;Europe/Paris;2019-03-26;France;48.60508, 7.59372
3013571;Hélesmes;Helesmes;Helesmes,Hélesmes;P;PPL;FR;France;;32;59;596;59297;1856;;21;Europe/Paris;2016-02-18;France;50.37036, 3.35918
3018255;Flins-sur-Seine;Flins-sur-Seine;Flen-sjur-Sen,Flins,Flins-sur-Seine,Флен-сюр-Сен;P;PPL;FR;France;;11;78;781;78238;2328;;42;Europe/Paris;2016-02-18;France;48.96523, 1.87314
3020139;Entrammes;Entrammes;Entrammes;P;PPL;FR;France;;52;53;532;53094;1951;;54;Europe/Paris;2020-12-10;France;47.9993, -0.71541
3026606;Charly;Charly;Charly;P;PPL;FR;France;;84;69;691;69046;4038;;229;Europe/Paris;2019-06-05;France;45.64887, 4.79461
3029548;Burbure;Burbure;Birbir,Bjurbjur,Burbure,bi er bi er,bwrbwry,Бирбир,Бюрбюр,بوربوري,比尔比尔;P;PPL;FR;France;;32;62;622;62188;2898;;47;Europe/Paris;2016-02-18;France;50.53663, 2.46897
3028742;Cap-d'Ail;Cap-d'Ail;Cap-d'Ail;P;PPL;FR;France;;93;06;062;06032;4997;;47;Europe/Paris;2019-12-03;France;43.72126, 7.40556
2797513;Gits;Gits;Gits;P;PPL;BE;Belgium;;VLG;VWV;36;36006;4127;;24;Europe/Brussels;2020-04-05;Belgium;50.99687, 3.09564
2798868;Eksaarde;Eksaarde;Eksaarde,Exaerde;P;PPL;BE;Belgium;;VLG;VOV;46;46014;6005;;5;Europe/Brussels;2020-04-05;Belgium;51.14876, 3.96814
2979291;Saint-Jean-de-Sauves;Saint-Jean-de-Sauves;Saint-Jean,Saint-Jean-de-Sauves,Sen-Zhan-de-Sov,sheng re ang de suo wo,Сен-Жан-де-Сов,سینٹ-ژاں -دے-سوس,圣热昂德索沃;P;PPL;FR;France;;75;86;861;86225;1409;;81;Europe/Paris;2019-09-04;France;46.84065, 0.09224
2986930;Plaisir;Plaisir;Plaisir;P;PPL;FR;France;;11;78;784;78490;36121;;120;Europe/Paris;2016-02-18;France;48.82319, 1.9541
3017728;Forges-les-Bains;Forges-les-Bains;Forges,Forges-les-Bains,Forzh le Ben,Forzh-le-Ben,fu er re lai ban,Форж ле Бен,Форж-ле-Бен,福尔热莱班;P;PPL;FR;France;;11;91;913;91249;3694;;117;Europe/Paris;2016-02-18;France;48.62942, 2.10264
3031387;Bouc-Bel-Air;Bouc-Bel-Air;Boc Bel Er,Boc Bel Erm,Boc Bèl Èr,Boc Bèl Èrm,Boc de Gardana,Bouc,Bouc-Bel-Air,Buk Bel Er,Buk-Bel'-Ehr,Buk-Bel'-Er,bu ke bei ai,Бук Бел Ер,Бук-Бель-Ер,Бук-Бель-Эр,布克贝艾;P;PPL;FR;France;;93;13;131;13015;13184;;253;Europe/Paris;2016-02-18;France;43.45217, 5.413
2821779;Tornesch;Tornesch;Tornesch,Tornesh,trnsh,tuo er nei shi,twrnsh,Торнеш,ترنش,تورنش,托尔内施;P;PPLA4;DE;Germany;;10;00;01056;01056048;13079;;13;Europe/Berlin;2011-07-31;Germany;53.7, 9.71667
2749284;Oppenhuizen;Oppenhuizen;;P;PPL;NL;Netherlands;;02;1900;;;1060;;0;Europe/Amsterdam;2017-10-17;Netherlands;53.01194, 5.69495
2907416;Heimbuchenthal;Heimbuchenthal;Gajmbukhental',Haymbuxental,Khajmbukhental,Khajmbukhental',hai en bu heng ta er,haimubuhyentaru,Гаймбухенталь,Хаймбухенталь,Хајмбухентал,Հայմբուխենտալ,ハイムブーヒェンタール,海恩布亨塔尔;P;PPLA4;DE;Germany;;02;096;09671;09671127;2219;;230;Europe/Berlin;2011-04-25;Germany;49.88917, 9.29556
2953418;Bad Kösen;Bad Koesen;Bad Kezen,Bad Kosen,Bad Kösen,Bad-Kjozen,Cusne,Kosen,Kösen,Бад Кезен,Бад-Кёзен,Бад-Көзен,バート・ケーゼン;P;PPLX;DE;Germany;;14;00;15084;15084355;5522;;118;Europe/Berlin;2020-11-19;Germany;51.13431, 11.72203
2971446;Turretot;Turretot;Turretot;P;PPL;FR;France;;28;76;762;76716;1353;;98;Europe/Paris;2016-02-18;France;49.60923, 0.23422
2978266;Saint-Martin-Lalande;Saint-Martin-Lalande;Saint Martin,Saint-Martin-Lalande;P;PPL;FR;France;;76;11;111;11356;1026;;167;Europe/Paris;2020-05-07;France;43.29999, 2.0183
2989208;Orsan;Orsan;Orsan,ao er sang,Орсан,奥尔桑;P;PPL;FR;France;;76;30;302;30191;1143;;49;Europe/Paris;2020-06-10;France;44.13181, 4.66594
2989785;Objat;Objat;Objat;P;PPL;FR;France;;75;19;191;19153;3452;;126;Europe/Paris;2019-04-10;France;45.26302, 1.40826
2990767;Néris-les-Bains;Neris-les-Bains;Neri-le-Ben,Neriomagus,Neris,Nerís,Néris,nei li lai ban,Нери-ле-Бен,Нері-ле-Бен,内里莱班;P;PPL;FR;France;;84;03;031;03195;2818;;359;Europe/Paris;2016-02-18;France;46.28688, 2.65869
3014026;Hambach;Hambach;Hambach;P;PPL;FR;France;;44;57;576;57289;2587;;229;Europe/Paris;2018-07-04;France;49.05942, 7.0353
3030847;Bousbecque;Bousbecque;Bousbecque,Bousbecques,Bubek,Busbek,Busbeke,bu si bei ke,Бубек,Бусбек,布斯贝克;P;PPL;FR;France;;32;59;595;59098;4245;;21;Europe/Paris;2016-02-18;France;50.77123, 3.08459
2794820;Kaggevinne;Kaggevinne;Caggevinne,Diest (Kaggevinne);P;PPL;BE;Belgium;;VLG;VBR;24;24020;2338;;49;Europe/Brussels;2020-05-25;Belgium;50.98037, 5.01886
2970455;Vaulx-Milieu;Vaulx-Milieu;Vaulx-Milieu;P;PPL;FR;France;;84;38;382;38530;2401;;229;Europe/Paris;2019-06-05;France;45.61329, 5.18371
2976608;Saint-Vincent-de-Paul;Saint-Vincent-de-Paul;;P;PPL;FR;France;;75;40;401;40283;2604;;21;Europe/Paris;2016-02-18;France;43.74431, -1.00662
2977310;Saint-Projet;Saint-Projet;Saint-Projet,Saint-Projet-Saint-Constant,Sen-Prozhe-Sen-Konstan,Sent Proget e Sent Constanc,Sent Proget e Sent Constanç,sheng pu luo re sheng kong si tang,Сен-Проже-Сен-Констан,سین-پروجیٹ-سین-کانسٹنٹ,圣普罗热圣孔斯唐;P;PPL;FR;France;;75;16;161;16281;1037;;107;Europe/Paris;2019-10-09;France;45.73794, 0.36083
2977957;Saint-Michel-Mont-Mercure;Saint-Michel-Mont-Mercure;Le Mont-Mercure,Saint-Michel,Saint-Michel-Mont-Mercure,Sen-Mishel'-Mon-Merkjur,sheng mi she meng mei er qu lei,Сен-Мішель-Мон-Меркюр,سینٹ-مشیل-مونٹ-مرکرے,圣米舍蒙梅尔屈勒;P;PPL;FR;France;;52;85;851;85090;2073;;262;Europe/Paris;2017-05-29;France;46.82941, -0.88298
2978832;Saint-Léger-des-Vignes;Saint-Leger-des-Vignes;Saint Leger,Saint Léger,Saint-Leger-des-Vignes,Saint-Léger-des-Vignes;P;PPL;FR;France;;27;58;583;58250;2086;;208;Europe/Paris;2016-02-18;France;46.84063, 3.45488
2980301;Sainte-Terre;Sainte-Terre;Sainte-Terre;P;PPL;FR;France;;75;33;335;33485;1785;;11;Europe/Paris;2020-01-08;France;44.82835, -0.11289
2981183;Saint-Chinian;Saint-Chinian;Saint-Chinian,Vernodure;P;PPL;FR;France;;76;34;341;34245;2004;;126;Europe/Paris;2020-06-10;France;43.42207, 2.94655
2984969;Puygouzon;Puygouzon;Puygouzon,Puygouzon-et-Montsalvy;P;PPL;FR;France;;76;81;811;81218;2910;;261;Europe/Paris;2020-05-07;France;43.89882, 2.1697
2989953;Nouvion-sur-Meuse;Nouvion-sur-Meuse;Nouvion,Nouvion-sur-Meuse;P;PPL;FR;France;;44;08;081;08327;2247;;154;Europe/Paris;2016-02-18;France;49.69949, 4.79562
2995790;Margny-lès-Compiègne;Margny-les-Compiegne;Margny,Margny-les-Compiegne,Margny-lès-Compiègne,Marn'i-le-Komp'en',Marn'i-le-Kompen',ma er ni lai kong pi ye ni,Марньи-ле-Компьень,Марньї-ле-Компєнь,马尔尼莱孔皮耶尼;P;PPL;FR;France;;32;60;603;60382;7011;;33;Europe/Paris;2020-06-10;France;49.42559, 2.81806
3005775;Lavans-lès-Saint-Claude;Lavans-les-Saint-Claude;Lavans,Lavans-les-Louvieres,Lavans-les-Louvières,Lavans-les-Saint-Claude,Lavans-lès-Saint-Claude;P;PPL;FR;France;;27;39;393;39286;1990;;530;Europe/Paris;2020-06-10;France;46.38484, 5.78172
2918804;Gössenheim;Gossenheim;Gesenkhajm,Gessengajm,Gjossenkhajm,Goessenheim,Gyosenhaym,Gössenheim,ge sen hai mu,Гесенхајм,Гессенгайм,Гёссенхайм,Գյոսենհայմ,格森海姆;P;PPLA4;DE;Germany;;02;096;09677;09677132;1319;;172;Europe/Berlin;2015-03-04;Germany;50.01667, 9.78333
2939942;Cölbe;Coelbe;Coelbe,Colbe,Cölbe,Kel'be,Kelbe,Kjol'be,ke er bo,kerube,Келбе,Кельбе,Кёльбе,ケルベ,克尔伯;P;PPLA4;DE;Germany;;05;065;06534;06534006;7083;;213;Europe/Berlin;2017-04-26;Germany;50.85098, 8.78092
2940377;Camburg;Camburg;Camburg,Kamburg,Камбург;P;PPL;DE;Germany;;15;00;16074;16074011;2958;;127;Europe/Berlin;2015-09-05;Germany;51.05524, 11.70967
2958266;Allstedt;Allstedt;Ahlsdorf,Al'shtedt,Allstedt,Alshtet,a er si te,alshtyt,Алштет,Альштедт,آلشتيت,آل‌اشتد,阿尔斯特;P;PPL;DE;Germany;;14;00;15087;15087015;3153;;135;Europe/Berlin;2015-09-04;Germany;51.40379, 11.38689
3206152;Bad Rippoldsau-Schapbach;Bad Rippoldsau-Schapbach;Bad Ripoldsau-Shapbakh,Bad-Rippol'dzau-Shapbakh,ba te li bo er cao-sha pu ba he,Бад Риполдсау-Шапбах,Бад-Риппольдзау-Шапбах,Бад-Ріппольдзау-Шапбах,Բադ Ռիփոլդզաու Շապբախ,巴特里波尔曹-沙普巴赫;P;PPLA4;DE;Germany;;01;082;08237;08237075;2326;;549;Europe/Berlin;2017-11-29;Germany;48.42883, 8.32584
2847887;Reußen;Reussen;Reussen,Reußen;P;PPL;DE;Germany;;14;00;15088;15088195;1049;;110;Europe/Berlin;2018-12-04;Germany;51.50109, 12.13044
2858827;Obertaufkirchen;Obertaufkirchen;Obertaufkirkhen,awbrtawf kyrshn,shang tao fu ji xing,Обертауфкирхен,Обертауфкірхен,Օբերթաուֆկիրխեն,اوبرتاوف کیرشن,上陶夫基兴;P;PPLA4;DE;Germany;;02;091;09183;09183135;2424;;469;Europe/Berlin;2017-04-26;Germany;48.26046, 12.27904
2859040;Oberseifersdorf;Oberseifersdorf;Oberseifersdorf;P;PPL;DE;Germany;;13;00;14626;14626310;1061;;324;Europe/Berlin;2020-02-18;Germany;50.94314, 14.80389
2880547;Langwedel;Langwedel;Langvedel,Langvedel',Langwedel,lang wei de er,ranguvuederu,Лангведел,Лангведель,ラングヴェーデル,朗韦德尔;P;PPL;DE;Germany;;06;00;03361;03361006;14755;;12;Europe/Berlin;2015-09-05;Germany;52.97864, 9.18542
2891643;Kempen;Kempen;Kempen,ken peng,kmpn  alman,Кемпен,کمپن، آلمان,肯彭;P;PPL;DE;Germany;;07;051;05166;05166012;36312;;41;Europe/Berlin;2021-11-15;Germany;51.36432, 6.41858
2892996;Kapsweyer;Kapsweyer;;P;PPLA4;DE;Germany;;08;00;07337;07337046;1021;;147;Europe/Berlin;2011-04-25;Germany;49.04389, 8.02167
2896288;Immendingen;Immendingen;Imendingen,Immendingen,yi men ding gen,Имендинген,Иммендинген,伊门丁根;P;PPLA4;DE;Germany;;01;083;08327;08327025;5945;;660;Europe/Berlin;2011-07-31;Germany;47.93333, 8.73333
2808657;Wilhelmsthal;Wilhelmsthal;Vil'gel'mstal',Vilkhelmstal,vuiruherumusutaru,wei lian si ta er,Вилхелмстал,Вильгельмсталь,Вільгельмсталь,Վիլհելմսթալ,ヴィルヘルムスタール,威廉斯塔尔;P;PPLA4;DE;Germany;;02;094;09476;09476189;4123;;463;Europe/Berlin;2012-03-04;Germany;50.31113, 11.37278
2814851;Waldmohr;Waldmohr;Val'dmor,Valdmor,vuarutomoa,wa er de mo er,Валдмор,Вальдмор,ヴァルトモア,瓦尔德莫尔;P;PPLA4;DE;Germany;;08;00;07336;07336102;5426;;270;Europe/Berlin;2011-04-25;Germany;49.38333, 7.33333
2820882;Trusetal;Trusetal;Auwallenburg,Herges-Auwallenburg,Trusetal,Truzetal,Truzetal',trwztyl,Трузетал,Трузеталь,تروزتیل;P;PPLA4;DE;Germany;;15;00;16066;16066074;4208;;406;Europe/Berlin;2011-04-25;Germany;50.78333, 10.41667
2822160;Timmendorfer Strand;Timmendorfer Strand;Timendorfer Shtrand,Timmendorfer Strand,Timmendorfer-Shtrand,di men duo er fei er si te lan de,Тимендорфер Штранд,Тиммендорфер-Штранд,蒂门多尔费尔斯特兰德;P;PPLA4;DE;Germany;;10;00;01055;01055042;9127;;3;Europe/Berlin;2023-02-27;Germany;53.9953, 10.77676
2829509;Stapelfeld;Stapelfeld;;P;PPLA4;DE;Germany;;10;00;01062;01062071;1586;;42;Europe/Berlin;2011-08-21;Germany;53.6, 10.21667
2829734;Stadt Wehlen;Stadt Wehlen;Shhat Velen,Shtadt-Velen,Shtat Velen,Statvelene,ashtat wlhn,shi ta te wei lun,shtat fyhln,Štatvēlene,Штадт-Велен,Штат Велен,Щат Велен,اشتات ولهن,شتات فيهلن,施塔特韦伦;P;PPL;DE;Germany;;13;00;14628;14628370;1733;;163;Europe/Berlin;2015-09-05;Germany;50.95821, 14.03091
2907887;Heidenau;Heidenau;Khajdenau,hai de nao,haydhnaw,haydnaw,haydnw,Хайденау,Хајденау,هايدناو,هايدنو,هايدنَو,هایدهناو,海德瑙;P;PPL;DE;Germany;;13;00;14628;14628160;16756;;120;Europe/Berlin;2020-11-12;Germany;50.97221, 13.86741
3035802;Auzeville-Tolosane;Auzeville-Tolosane;Auzeville,Auzeville-Tolosane;P;PPL;FR;France;;76;31;313;31035;2933;;194;Europe/Paris;2020-05-07;France;43.52822, 1.48321
3036464;Athies-sous-Laon;Athies-sous-Laon;Athies,Athies-sous-Laon;P;PPL;FR;France;;32;02;022;02028;2160;;72;Europe/Paris;2016-02-18;France;49.57369, 3.68417
3037726;Andernos-les-Bains;Andernos-les-Bains;Anderno le Ben,Andernos,Andernos-le-Ben,Andernos-les-Bains,Endarnos,Endarnòs,andrnas-l-bnz,ang dai er nuo lai ban,Андерно ле Бен,Андернос-ле-Бен,اندرناس-ل-بنز,昂代尔诺莱班;P;PPL;FR;France;;75;33;336;33005;10236;4;4;Europe/Paris;2016-02-18;France;44.74572, -1.10355
11919759;Périer;Perier;;P;PPLX;FR;France;;93;13;133;13055;12897;;70;Europe/Paris;2018-08-22;France;43.27755, 5.37925
3010989;La Boissière-des-Landes;La Boissiere-des-Landes;La Boissiere,La Boissiere-des-Landes,La Boissière,La Boissière-des-Landes;P;PPL;FR;France;;52;85;853;85026;1162;;73;Europe/Paris;2020-10-14;France;46.56436, -1.45948
3013504;Henvic;Henvic;Anvik,Envik,Henvic,Henvig,ang wei ke,Анвик,Анвік,Енвик,昂维克;P;PPL;FR;France;;53;29;293;29079;1247;;69;Europe/Paris;2020-06-10;France;48.63244, -3.92727
3016624;Gargas;Gargas;Gargas;P;PPL;FR;France;;93;84;841;84047;3159;;284;Europe/Paris;2019-06-05;France;43.90196, 5.35814
3023545;Corps-Nuds;Corps-Nuds;Cornutium,Corps-Nuds,Kor-Nju,Kornuz,Korp Nid,ke er pu ni de,Кор-Ню,Корп Нид,科尔普尼德;P;PPL;FR;France;;53;35;353;35088;2679;;74;Europe/Paris;2020-08-12;France;47.97812, -1.58727
3027013;Champs-sur-Tarentaine-Marchal;Champs-sur-Tarentaine-Marchal;Champs;P;PPL;FR;France;;84;15;152;15038;1061;;538;Europe/Paris;2016-02-18;France;45.4, 2.56667
3028048;Cazes-Mondenard;Cazes-Mondenard;Cases e Montdenard,Cazes-Mondenard,Kaz-Mondnar,Kaze Mondnar,ka ze meng dai na er,Каз-Монднар,Казе Монднар,卡泽蒙代纳尔;P;PPL;FR;France;;76;82;821;82042;1318;;137;Europe/Paris;2020-05-07;France;44.22726, 1.2018
3029637;Bugeat;Bugeat;Bizha,Bjuzha,Bugeat,Bujac,bi ya,Бижа,Бюжа,比雅;P;PPL;FR;France;;75;19;193;19033;1014;;698;Europe/Paris;2019-04-10;France;45.59809, 1.92727
3031516;Bornel;Bornel;Bornel,Bornel',Борнел,Борнель;P;PPL;FR;France;;32;60;601;60088;3433;;49;Europe/Paris;2016-02-18;France;49.1982, 2.20912
3034903;Barlin;Barlin;Barlen,Barlin,ba lan,barlyn,Барлен,بارلين,巴兰;P;PPL;FR;France;;32;62;622;62083;7734;;78;Europe/Paris;2016-02-18;France;50.45238, 2.61955
2754408;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambaxt,Khendrik-Ido-Ambakht,heng de li ke-yi duo-a mu ba he te,hndryk- aydw- ambakht,Хендрик-Идо-Амбахт,Հենդրիկ-Իդո-Ամբախտ,هندريك- إيدو- أمباخت,亨德里克－伊多－阿姆巴赫特;P;PPL;NL;Netherlands;;11;0531;;;21027;;-3;Europe/Amsterdam;2017-10-17;Netherlands;51.84417, 4.63889
2754681;Heerde;Heerde;;P;PPL;NL;Netherlands;;03;0246;;;8850;;8;Europe/Amsterdam;2017-10-17;Netherlands;52.38723, 6.04016
2797205;Grand-Reng;Grand-Reng;Erquelinnes (Grand-Reng);P;PPL;BE;Belgium;;WAL;WHT;56;56022;1479;;130;Europe/Brussels;2020-05-25;Belgium;50.33083, 4.0755
2801636;Bois-d'Haine;Bois-d'Haine;Bois-d'Haine;P;PPL;BE;Belgium;;WAL;WHT;52;52043;4467;;129;Europe/Brussels;2020-05-25;Belgium;50.5018, 4.21555
2789807;Oordegem;Oordegem;Oordegem;P;PPL;BE;Belgium;;VLG;VOV;41;41034;2990;;34;Europe/Brussels;2020-04-05;Belgium;50.95727, 3.90201
2836251;Schotten;Schotten;Schotten,Shoten,Shotten,shao teng,shotten,shtn,Шотен,Шоттен,شتن,ショッテン,绍滕;P;PPL;DE;Germany;;05;065;06535;06535016;11566;;282;Europe/Berlin;2015-09-05;Germany;50.50346, 9.12516
2855328;Passau;Passau;Bassa,Batavia Bavariae,Båssa,Pasau,Pasavia,Pasawa,Pasov,Passaou,Passau,Passavia,ZPF,pa shao,pasau,pasaw,passau,phas sea,psaw,Πάσσαου,Пасау,Пассау,پاساو,پساؤ,พาสเซา,パッサウ,帕绍,파사우;P;PPLA3;DE;Germany;;02;092;09262;09262000;50560;;366;Europe/Berlin;2019-09-05;Germany;48.5665, 13.43122
2906490;Hendungen;Hendungen;Gendungen,Hendungen,Khendungen,heng dui gen,Гендунген,Хендунген,Հենդունգեն,亨敦根;P;PPLA4;DE;Germany;;02;096;09673;09673130;1015;;307;Europe/Berlin;2012-08-16;Germany;50.39462, 10.35204
